Guarantee Number,Transaction Report ID,Guarantee Country Name,Amount (USD),Currency Name,End Date,Business Sector,City/Town,State/Province/Region Name,State/Province/Region Code,State/Province/Region Country Name,Region Name,Latitude,Longitude,Is Woman Owned?,Is First Time Borrower?,Business Size 
52004250300ALPG001(Terminated),135454,Guatemala,4072.6817,GUATEMALA - QUETZAL,5/26/2005,Agriculture,Santa Rosa,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.6,-91.966667,0,0,
52004250300ALPG001(Terminated),134874,Guatemala,3132.8321,GUATEMALA - QUETZAL,3/3/2006,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134878,Guatemala,877.193,GUATEMALA - QUETZAL,6/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),135455,Guatemala,2506.2657,GUATEMALA - QUETZAL,5/21/2005,Agriculture,Santa Rosa,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.6,-91.966667,0,0,
52004250300ALPG001(Terminated),134884,Guatemala,3132.8321,GUATEMALA - QUETZAL,3/10/2006,Trade/Commerce,Departamento de Suchitepequez,Suchitepequez,GT20,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),134870,Guatemala,3132.8321,GUATEMALA - QUETZAL,3/7/2006,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),135453,Guatemala,4511.2782,GUATEMALA - QUETZAL,5/26/2005,Agriculture,Santa Rosa,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.6,-91.966667,0,0,
52004250300ALPG001(Terminated),134868,Guatemala,626.5664,GUATEMALA - QUETZAL,6/12/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),134864,Guatemala,1253.1328,GUATEMALA - QUETZAL,9/7/2005,Agriculture,San Marcos,Solola,GT19,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.716667,-91.266667,0,0,
52004250300ALPG001(Terminated),134872,Guatemala,877.193,GUATEMALA - QUETZAL,6/5/2005,Agriculture,Escuintla,Escuintla,GT06,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.305,-90.785,0,0,
52004250300ALPG001(Terminated),135456,Guatemala,7268.1704,GUATEMALA - QUETZAL,3/28/2005,Agriculture,Zacapa,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.533333,0,0,
52004250300ALPG001(Terminated),135452,Guatemala,3446.1153,GUATEMALA - QUETZAL,1/27/2005,Trade/Commerce,Departamento de Baja Verapaz,Baja Verapaz,GT02,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),134886,Guatemala,1879.6992,GUATEMALA - QUETZAL,9/12/2005,Agriculture,Zacapa,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.533333,0,0,
52004250300ALPG001(Terminated),134875,Guatemala,1879.6992,GUATEMALA - QUETZAL,9/12/2005,Agriculture,Zacapa,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.533333,0,0,
52004250300ALPG001(Terminated),134881,Guatemala,2506.2657,GUATEMALA - QUETZAL,3/12/2006,Agriculture,San Marcos,Solola,GT19,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.716667,-91.266667,0,0,
52004250300ALPG001(Terminated),134883,Guatemala,1879.6992,GUATEMALA - QUETZAL,3/12/2006,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134876,Guatemala,877.193,GUATEMALA - QUETZAL,12/10/2005,Agriculture,Huehuetenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.319722,-91.470833,0,0,
52004250300ALPG001(Terminated),134867,Guatemala,877.193,GUATEMALA - QUETZAL,9/12/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134866,Guatemala,1253.1328,GUATEMALA - QUETZAL,3/3/2006,Trade/Commerce,Departamento de Alta Verapaz,Alta Verapaz,GT01,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),134869,Guatemala,1253.1328,GUATEMALA - QUETZAL,6/12/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134865,Guatemala,1253.1328,GUATEMALA - QUETZAL,3/3/2006,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134885,Guatemala,3132.8321,GUATEMALA - QUETZAL,3/10/2006,Trade/Commerce,Departamento de Suchitepequez,Suchitepequez,GT20,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),134880,Guatemala,1566.416,GUATEMALA - QUETZAL,3/12/2006,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134873,Guatemala,1002.5063,GUATEMALA - QUETZAL,9/10/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134887,Guatemala,1879.6992,GUATEMALA - QUETZAL,9/12/2005,Agriculture,Zacapa,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.533333,0,0,
52004250300ALPG001(Terminated),134879,Guatemala,751.8797,GUATEMALA - QUETZAL,6/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134898,Guatemala,2400.5639,GUATEMALA - QUETZAL,3/5/2006,Agriculture,Peten,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.616667,-90.283333,0,0,
52004250300ALPG001(Terminated),134889,Guatemala,814.5363,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134894,Guatemala,626.5664,GUATEMALA - QUETZAL,9/12/2005,Agriculture,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),134893,Guatemala,1879.6992,GUATEMALA - QUETZAL,3/10/2006,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),134890,Guatemala,1127.8195,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134899,Guatemala,1879.6992,GUATEMALA - QUETZAL,3/12/2006,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134891,Guatemala,1002.5063,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134900,Guatemala,501.2531,GUATEMALA - QUETZAL,3/4/2006,Trade/Commerce,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),134892,Guatemala,814.5363,GUATEMALA - QUETZAL,9/9/2005,Trade/Commerce,Chiquimula,Chiquimula,GT04,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.8,-89.55,0,0,
52004250300ALPG001(Terminated),134895,Guatemala,1002.5063,GUATEMALA - QUETZAL,10/3/2005,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),134897,Guatemala,1253.1328,GUATEMALA - QUETZAL,9/8/2005,Agriculture,San Marcos,Solola,GT19,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.716667,-91.266667,0,0,
52004250300ALPG001(Terminated),134901,Guatemala,1002.5063,GUATEMALA - QUETZAL,3/5/2006,Trade/Commerce,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),134896,Guatemala,814.5363,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134910,Guatemala,1253.1328,GUATEMALA - QUETZAL,9/7/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134918,Guatemala,1253.1328,GUATEMALA - QUETZAL,4/4/2006,Agriculture,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),134929,Guatemala,3132.8321,GUATEMALA - QUETZAL,3/12/2006,Agriculture,San Juan Sacatepequez,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.718889,-90.644167,0,0,
52004250300ALPG001(Terminated),134927,Guatemala,2506.2657,GUATEMALA - QUETZAL,4/3/2006,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134922,Guatemala,1253.1328,GUATEMALA - QUETZAL,9/12/2005,Agriculture,San Marcos,Solola,GT19,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.716667,-91.266667,0,0,
52004250300ALPG001(Terminated),134908,Guatemala,1253.1328,GUATEMALA - QUETZAL,9/12/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134913,Guatemala,2506.2657,GUATEMALA - QUETZAL,4/3/2006,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134904,Guatemala,2506.2657,GUATEMALA - QUETZAL,3/7/2006,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),134907,Guatemala,1253.1328,GUATEMALA - QUETZAL,9/12/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134915,Guatemala,1253.1328,GUATEMALA - QUETZAL,3/6/2006,Trade/Commerce,Izabal,Izabal,GT09,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.4,-89.133333,0,0,
52004250300ALPG001(Terminated),134903,Guatemala,1253.1328,GUATEMALA - QUETZAL,4/3/2006,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),134906,Guatemala,250.6266,GUATEMALA - QUETZAL,6/8/2005,Trade/Commerce,Departamento del Quiche,Quiche,GT14,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),134919,Guatemala,1253.1328,GUATEMALA - QUETZAL,10/3/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),134928,Guatemala,3132.8321,GUATEMALA - QUETZAL,3/12/2006,Agriculture,San Juan Sacatepequez,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.718889,-90.644167,0,0,
52004250300ALPG001(Terminated),134920,Guatemala,1253.1328,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134923,Guatemala,1253.1328,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134917,Guatemala,626.5664,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134926,Guatemala,626.5664,GUATEMALA - QUETZAL,6/10/2005,Trade/Commerce,Departamento de Suchitepequez,Suchitepequez,GT20,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),134916,Guatemala,1253.1328,GUATEMALA - QUETZAL,3/10/2006,Agriculture,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),134925,Guatemala,626.5664,GUATEMALA - QUETZAL,6/10/2005,Trade/Commerce,Departamento de Suchitepequez,Suchitepequez,GT20,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),134930,Guatemala,751.8797,GUATEMALA - QUETZAL,6/12/2005,Agriculture,San Juan Sacatepequez,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.718889,-90.644167,0,0,
52004250300ALPG001(Terminated),134912,Guatemala,1253.1328,GUATEMALA - QUETZAL,6/7/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134921,Guatemala,3132.8321,GUATEMALA - QUETZAL,10/3/2006,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134911,Guatemala,401.0025,GUATEMALA - QUETZAL,7/5/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134924,Guatemala,1253.1328,GUATEMALA - QUETZAL,3/8/2006,Agriculture,Zacapa,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.533333,0,0,
52004250300ALPG001(Terminated),134909,Guatemala,626.5664,GUATEMALA - QUETZAL,7/5/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134914,Guatemala,1253.1328,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134931,Guatemala,3132.8321,GUATEMALA - QUETZAL,3/12/2006,Agriculture,San Juan Sacatepequez,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.718889,-90.644167,0,0,
52004250300ALPG001(Terminated),134905,Guatemala,626.5664,GUATEMALA - QUETZAL,12/8/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134902,Guatemala,1253.1328,GUATEMALA - QUETZAL,4/3/2006,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),134937,Guatemala,3132.8321,GUATEMALA - QUETZAL,9/10/2006,Agriculture,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),134935,Guatemala,1253.1328,GUATEMALA - QUETZAL,10/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134948,Guatemala,1253.1328,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134954,Guatemala,2631.5789,GUATEMALA - QUETZAL,3/10/2007,Trade/Commerce,Departamento de Suchitepequez,Suchitepequez,GT20,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),134941,Guatemala,1253.1328,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),135458,Guatemala,7957.3935,GUATEMALA - QUETZAL,5/22/2005,Agriculture,Santa Rosa,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.6,-91.966667,0,0,
52004250300ALPG001(Terminated),134943,Guatemala,1253.1328,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134951,Guatemala,2506.2657,GUATEMALA - QUETZAL,4/3/2006,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134949,Guatemala,2267.1992,GUATEMALA - QUETZAL,9/5/2006,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),134940,Guatemala,626.5664,GUATEMALA - QUETZAL,9/12/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134957,Guatemala,576.4411,GUATEMALA - QUETZAL,7/12/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134952,Guatemala,1253.1328,GUATEMALA - QUETZAL,7/5/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134958,Guatemala,576.4411,GUATEMALA - QUETZAL,7/12/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134944,Guatemala,1253.1328,GUATEMALA - QUETZAL,9/8/2005,Trade/Commerce,Departamento del Quiche,Quiche,GT14,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),134942,Guatemala,2506.2657,GUATEMALA - QUETZAL,3/12/2006,Agriculture,San Marcos,Solola,GT19,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.716667,-91.266667,0,0,
52004250300ALPG001(Terminated),134936,Guatemala,1253.1328,GUATEMALA - QUETZAL,10/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134956,Guatemala,1253.1328,GUATEMALA - QUETZAL,10/5/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134934,Guatemala,375.9398,GUATEMALA - QUETZAL,4/5/2005,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),135457,Guatemala,10087.7193,GUATEMALA - QUETZAL,5/24/2005,Agriculture,Zacapa,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.533333,0,0,
52004250300ALPG001(Terminated),134960,Guatemala,1253.1328,GUATEMALA - QUETZAL,10/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134938,Guatemala,501.2531,GUATEMALA - QUETZAL,9/7/2005,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),134947,Guatemala,1253.1328,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134946,Guatemala,388.4712,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134953,Guatemala,626.5664,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134950,Guatemala,1253.1328,GUATEMALA - QUETZAL,10/3/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),134959,Guatemala,3132.8321,GUATEMALA - QUETZAL,9/12/2007,Agriculture,Santa Rosa,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.6,-91.966667,0,0,
52004250300ALPG001(Terminated),134939,Guatemala,1879.6992,GUATEMALA - QUETZAL,4/3/2006,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134955,Guatemala,626.5664,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134945,Guatemala,438.5965,GUATEMALA - QUETZAL,6/12/2005,Agriculture,San Marcos,Solola,GT19,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.716667,-91.266667,0,0,
52004250300ALPG001(Terminated),134933,Guatemala,2506.2657,GUATEMALA - QUETZAL,10/5/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134932,Guatemala,1253.1328,GUATEMALA - QUETZAL,7/5/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134967,Guatemala,626.5664,GUATEMALA - QUETZAL,7/5/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134969,Guatemala,1002.5063,GUATEMALA - QUETZAL,9/12/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134965,Guatemala,877.193,GUATEMALA - QUETZAL,3/10/2006,Agriculture,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),134962,Guatemala,626.5664,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134968,Guatemala,1879.6992,GUATEMALA - QUETZAL,4/7/2006,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),134964,Guatemala,2506.2657,GUATEMALA - QUETZAL,10/5/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134961,Guatemala,501.3784,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134963,Guatemala,626.5664,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134966,Guatemala,375.9398,GUATEMALA - QUETZAL,2/5/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134971,Guatemala,1253.1328,GUATEMALA - QUETZAL,10/7/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),134974,Guatemala,939.8496,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134978,Guatemala,2506.2657,GUATEMALA - QUETZAL,3/12/2006,Agriculture,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),135459,Guatemala,4636.5915,GUATEMALA - QUETZAL,5/26/2005,Trade/Commerce,Jalapa,Jalapa,GT10,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.633333,-89.983333,0,0,
52004250300ALPG001(Terminated),134976,Guatemala,1378.4461,GUATEMALA - QUETZAL,9/12/2005,Agriculture,Escuintla,Escuintla,GT06,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.305,-90.785,0,0,
52004250300ALPG001(Terminated),134981,Guatemala,2506.2657,GUATEMALA - QUETZAL,3/10/2006,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),135460,Guatemala,7142.8571,GUATEMALA - QUETZAL,5/26/2005,Agriculture,Santa Rosa,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.6,-91.966667,0,0,
52004250300ALPG001(Terminated),134975,Guatemala,714.2857,GUATEMALA - QUETZAL,10/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134982,Guatemala,626.5664,GUATEMALA - QUETZAL,4/5/2006,Agriculture,Peten,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.616667,-90.283333,0,0,
52004250300ALPG001(Terminated),134970,Guatemala,1253.1328,GUATEMALA - QUETZAL,10/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134980,Guatemala,388.4712,GUATEMALA - QUETZAL,3/10/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),134973,Guatemala,1253.1328,GUATEMALA - QUETZAL,10/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134979,Guatemala,3132.8321,GUATEMALA - QUETZAL,4/3/2006,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134972,Guatemala,1253.1328,GUATEMALA - QUETZAL,10/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134977,Guatemala,751.8797,GUATEMALA - QUETZAL,10/5/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134998,Guatemala,626.5664,GUATEMALA - QUETZAL,10/6/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),135005,Guatemala,1002.5063,GUATEMALA - QUETZAL,10/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134989,Guatemala,2506.2657,GUATEMALA - QUETZAL,4/3/2006,Trade/Commerce,Departamento de Alta Verapaz,Alta Verapaz,GT01,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),134987,Guatemala,2180.4511,GUATEMALA - QUETZAL,9/12/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134983,Guatemala,3132.8321,GUATEMALA - QUETZAL,10/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134988,Guatemala,1253.1328,GUATEMALA - QUETZAL,7/5/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),135462,Guatemala,18671.6792,GUATEMALA - QUETZAL,6/1/2005,Agriculture,Santa Rosa,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.6,-91.966667,0,0,
52004250300ALPG001(Terminated),134990,Guatemala,1879.6992,GUATEMALA - QUETZAL,10/3/2006,Agriculture,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),134985,Guatemala,2506.2657,GUATEMALA - QUETZAL,4/3/2006,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),135006,Guatemala,3132.8321,GUATEMALA - QUETZAL,4/9/2006,Agriculture,Escuintla,Escuintla,GT06,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.305,-90.785,0,0,
52004250300ALPG001(Terminated),134993,Guatemala,877.193,GUATEMALA - QUETZAL,10/5/2005,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),135003,Guatemala,501.3784,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),135461,Guatemala,4448.6216,GUATEMALA - QUETZAL,6/1/2005,Agriculture,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),135000,Guatemala,426.0652,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134994,Guatemala,1253.1328,GUATEMALA - QUETZAL,10/5/2005,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),134984,Guatemala,1942.3559,GUATEMALA - QUETZAL,3/11/2006,Trade/Commerce,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),134997,Guatemala,626.5664,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134996,Guatemala,626.5664,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),134992,Guatemala,626.5664,GUATEMALA - QUETZAL,10/3/2005,Trade/Commerce,Departamento de Alta Verapaz,Alta Verapaz,GT01,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),134999,Guatemala,3132.8321,GUATEMALA - QUETZAL,3/11/2006,Agriculture,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),134995,Guatemala,1879.6992,GUATEMALA - QUETZAL,4/6/2006,Trade/Commerce,Izabal,Izabal,GT09,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.4,-89.133333,0,0,
